userId,group,itemNo,responseNo,checked
bb284246c5a64c258a92fa940218e85c,U,5,1,0
bb284246c5a64c258a92fa940218e85c,U,5,2,0
bb284246c5a64c258a92fa940218e85c,U,5,3,0
bb284246c5a64c258a92fa940218e85c,U,5,4,1
bb284246c5a64c258a92fa940218e85c,U,5,5,0
bb284246c5a64c258a92fa940218e85c,U,5,6,0
bb284246c5a64c258a92fa940218e85c,U,9,1,0
bb284246c5a64c258a92fa940218e85c,U,9,2,0
bb284246c5a64c258a92fa940218e85c,U,9,3,0
bb284246c5a64c258a92fa940218e85c,U,9,4,1
bb284246c5a64c258a92fa940218e85c,U,9,5,0
bb284246c5a64c258a92fa940218e85c,U,9,6,0
bb284246c5a64c258a92fa940218e85c,U,10,1,0
bb284246c5a64c258a92fa940218e85c,U,10,2,0
bb284246c5a64c258a92fa940218e85c,U,10,3,0
bb284246c5a64c258a92fa940218e85c,U,10,4,1
bb284246c5a64c258a92fa940218e85c,U,10,5,0
bb284246c5a64c258a92fa940218e85c,U,10,6,0
bb284246c5a64c258a92fa940218e85c,U,8,1,0
bb284246c5a64c258a92fa940218e85c,U,8,2,0
bb284246c5a64c258a92fa940218e85c,U,8,3,1
bb284246c5a64c258a92fa940218e85c,U,8,4,0
bb284246c5a64c258a92fa940218e85c,U,8,5,0
bb284246c5a64c258a92fa940218e85c,U,8,6,0
bb284246c5a64c258a92fa940218e85c,U,12,1,0
bb284246c5a64c258a92fa940218e85c,U,12,2,0
bb284246c5a64c258a92fa940218e85c,U,12,3,1
bb284246c5a64c258a92fa940218e85c,U,12,4,0
bb284246c5a64c258a92fa940218e85c,U,12,5,0
bb284246c5a64c258a92fa940218e85c,U,12,6,0
bb284246c5a64c258a92fa940218e85c,U,13,1,0
bb284246c5a64c258a92fa940218e85c,U,13,2,0
bb284246c5a64c258a92fa940218e85c,U,13,3,0
bb284246c5a64c258a92fa940218e85c,U,13,4,1
bb284246c5a64c258a92fa940218e85c,U,13,5,0
bb284246c5a64c258a92fa940218e85c,U,13,6,0
bb284246c5a64c258a92fa940218e85c,U,11,1,0
bb284246c5a64c258a92fa940218e85c,U,11,2,0
bb284246c5a64c258a92fa940218e85c,U,11,3,1
bb284246c5a64c258a92fa940218e85c,U,11,4,0
bb284246c5a64c258a92fa940218e85c,U,11,5,0
bb284246c5a64c258a92fa940218e85c,U,11,6,0
bb284246c5a64c258a92fa940218e85c,U,15,1,0
bb284246c5a64c258a92fa940218e85c,U,15,2,0
bb284246c5a64c258a92fa940218e85c,U,15,3,1
bb284246c5a64c258a92fa940218e85c,U,15,4,0
bb284246c5a64c258a92fa940218e85c,U,15,5,0
bb284246c5a64c258a92fa940218e85c,U,15,6,0
bb284246c5a64c258a92fa940218e85c,U,16,1,0
bb284246c5a64c258a92fa940218e85c,U,16,2,0
bb284246c5a64c258a92fa940218e85c,U,16,3,0
bb284246c5a64c258a92fa940218e85c,U,16,4,1
bb284246c5a64c258a92fa940218e85c,U,16,5,0
bb284246c5a64c258a92fa940218e85c,U,16,6,0
bb284246c5a64c258a92fa940218e85c,U,14,1,0
bb284246c5a64c258a92fa940218e85c,U,14,2,0
bb284246c5a64c258a92fa940218e85c,U,14,3,0
bb284246c5a64c258a92fa940218e85c,U,14,4,1
bb284246c5a64c258a92fa940218e85c,U,14,5,0
bb284246c5a64c258a92fa940218e85c,U,14,6,0
bb284246c5a64c258a92fa940218e85c,U,17,1,0
bb284246c5a64c258a92fa940218e85c,U,17,2,1
bb284246c5a64c258a92fa940218e85c,U,17,3,0
bb284246c5a64c258a92fa940218e85c,U,17,4,0
bb284246c5a64c258a92fa940218e85c,U,17,5,0
bb284246c5a64c258a92fa940218e85c,U,17,6,0
bb284246c5a64c258a92fa940218e85c,U,18,1,0
bb284246c5a64c258a92fa940218e85c,U,18,2,0
bb284246c5a64c258a92fa940218e85c,U,18,3,1
bb284246c5a64c258a92fa940218e85c,U,18,4,0
bb284246c5a64c258a92fa940218e85c,U,18,5,0
bb284246c5a64c258a92fa940218e85c,U,18,6,0
bb284246c5a64c258a92fa940218e85c,U,19,1,0
bb284246c5a64c258a92fa940218e85c,U,19,2,0
bb284246c5a64c258a92fa940218e85c,U,19,3,0
bb284246c5a64c258a92fa940218e85c,U,19,4,1
bb284246c5a64c258a92fa940218e85c,U,19,5,0
bb284246c5a64c258a92fa940218e85c,U,19,6,0
69ea7539af154597af79cae6caa3e9a6,U,0,1,1
69ea7539af154597af79cae6caa3e9a6,U,0,2,0
69ea7539af154597af79cae6caa3e9a6,U,0,3,1
69ea7539af154597af79cae6caa3e9a6,U,0,4,0
69ea7539af154597af79cae6caa3e9a6,U,0,5,0
69ea7539af154597af79cae6caa3e9a6,U,0,6,0
69ea7539af154597af79cae6caa3e9a6,U,1,1,0
69ea7539af154597af79cae6caa3e9a6,U,1,2,1
69ea7539af154597af79cae6caa3e9a6,U,1,3,0
69ea7539af154597af79cae6caa3e9a6,U,1,4,1
69ea7539af154597af79cae6caa3e9a6,U,1,5,1
69ea7539af154597af79cae6caa3e9a6,U,1,6,0
69ea7539af154597af79cae6caa3e9a6,U,2,1,0
69ea7539af154597af79cae6caa3e9a6,U,2,2,0
69ea7539af154597af79cae6caa3e9a6,U,2,3,0
69ea7539af154597af79cae6caa3e9a6,U,2,4,1
69ea7539af154597af79cae6caa3e9a6,U,2,5,0
69ea7539af154597af79cae6caa3e9a6,U,2,6,0
69ea7539af154597af79cae6caa3e9a6,U,3,1,0
69ea7539af154597af79cae6caa3e9a6,U,3,2,0
69ea7539af154597af79cae6caa3e9a6,U,3,3,1
69ea7539af154597af79cae6caa3e9a6,U,3,4,0
69ea7539af154597af79cae6caa3e9a6,U,3,5,0
69ea7539af154597af79cae6caa3e9a6,U,3,6,0
69ea7539af154597af79cae6caa3e9a6,U,4,1,0
69ea7539af154597af79cae6caa3e9a6,U,4,2,0
69ea7539af154597af79cae6caa3e9a6,U,4,3,0
69ea7539af154597af79cae6caa3e9a6,U,4,4,0
69ea7539af154597af79cae6caa3e9a6,U,4,5,1
69ea7539af154597af79cae6caa3e9a6,U,4,6,0
69ea7539af154597af79cae6caa3e9a6,U,5,1,0
69ea7539af154597af79cae6caa3e9a6,U,5,2,0
69ea7539af154597af79cae6caa3e9a6,U,5,3,0
69ea7539af154597af79cae6caa3e9a6,U,5,4,1
69ea7539af154597af79cae6caa3e9a6,U,5,5,0
69ea7539af154597af79cae6caa3e9a6,U,5,6,0
69ea7539af154597af79cae6caa3e9a6,U,6,1,1
69ea7539af154597af79cae6caa3e9a6,U,6,2,0
69ea7539af154597af79cae6caa3e9a6,U,6,3,0
69ea7539af154597af79cae6caa3e9a6,U,6,4,0
69ea7539af154597af79cae6caa3e9a6,U,6,5,0
69ea7539af154597af79cae6caa3e9a6,U,6,6,0
69ea7539af154597af79cae6caa3e9a6,U,7,1,0
69ea7539af154597af79cae6caa3e9a6,U,7,2,0
69ea7539af154597af79cae6caa3e9a6,U,7,3,0
69ea7539af154597af79cae6caa3e9a6,U,7,4,0
69ea7539af154597af79cae6caa3e9a6,U,7,5,0
69ea7539af154597af79cae6caa3e9a6,U,7,6,1
69ea7539af154597af79cae6caa3e9a6,U,10,1,0
69ea7539af154597af79cae6caa3e9a6,U,10,2,0
69ea7539af154597af79cae6caa3e9a6,U,10,3,0
69ea7539af154597af79cae6caa3e9a6,U,10,4,1
69ea7539af154597af79cae6caa3e9a6,U,10,5,0
69ea7539af154597af79cae6caa3e9a6,U,10,6,0
69ea7539af154597af79cae6caa3e9a6,U,9,1,0
69ea7539af154597af79cae6caa3e9a6,U,9,2,0
69ea7539af154597af79cae6caa3e9a6,U,9,3,1
69ea7539af154597af79cae6caa3e9a6,U,9,4,0
69ea7539af154597af79cae6caa3e9a6,U,9,5,0
69ea7539af154597af79cae6caa3e9a6,U,9,6,0
69ea7539af154597af79cae6caa3e9a6,U,8,1,0
69ea7539af154597af79cae6caa3e9a6,U,8,2,0
69ea7539af154597af79cae6caa3e9a6,U,8,3,0
69ea7539af154597af79cae6caa3e9a6,U,8,4,0
69ea7539af154597af79cae6caa3e9a6,U,8,5,1
69ea7539af154597af79cae6caa3e9a6,U,8,6,0
69ea7539af154597af79cae6caa3e9a6,U,11,1,0
69ea7539af154597af79cae6caa3e9a6,U,11,2,0
69ea7539af154597af79cae6caa3e9a6,U,11,3,0
69ea7539af154597af79cae6caa3e9a6,U,11,4,0
69ea7539af154597af79cae6caa3e9a6,U,11,5,1
69ea7539af154597af79cae6caa3e9a6,U,11,6,0
69ea7539af154597af79cae6caa3e9a6,U,12,1,0
69ea7539af154597af79cae6caa3e9a6,U,12,2,0
69ea7539af154597af79cae6caa3e9a6,U,12,3,0
69ea7539af154597af79cae6caa3e9a6,U,12,4,1
69ea7539af154597af79cae6caa3e9a6,U,12,5,0
69ea7539af154597af79cae6caa3e9a6,U,12,6,0
69ea7539af154597af79cae6caa3e9a6,U,13,1,0
69ea7539af154597af79cae6caa3e9a6,U,13,2,0
69ea7539af154597af79cae6caa3e9a6,U,13,3,0
69ea7539af154597af79cae6caa3e9a6,U,13,4,0
69ea7539af154597af79cae6caa3e9a6,U,13,5,1
69ea7539af154597af79cae6caa3e9a6,U,13,6,0
69ea7539af154597af79cae6caa3e9a6,U,15,1,1
69ea7539af154597af79cae6caa3e9a6,U,15,2,0
69ea7539af154597af79cae6caa3e9a6,U,15,3,0
69ea7539af154597af79cae6caa3e9a6,U,15,4,0
69ea7539af154597af79cae6caa3e9a6,U,15,5,0
69ea7539af154597af79cae6caa3e9a6,U,15,6,0
69ea7539af154597af79cae6caa3e9a6,U,14,1,0
69ea7539af154597af79cae6caa3e9a6,U,14,2,0
69ea7539af154597af79cae6caa3e9a6,U,14,3,0
69ea7539af154597af79cae6caa3e9a6,U,14,4,0
69ea7539af154597af79cae6caa3e9a6,U,14,5,1
69ea7539af154597af79cae6caa3e9a6,U,14,6,0
69ea7539af154597af79cae6caa3e9a6,U,16,1,0
69ea7539af154597af79cae6caa3e9a6,U,16,2,0
69ea7539af154597af79cae6caa3e9a6,U,16,3,0
69ea7539af154597af79cae6caa3e9a6,U,16,4,1
69ea7539af154597af79cae6caa3e9a6,U,16,5,0
69ea7539af154597af79cae6caa3e9a6,U,16,6,0
69ea7539af154597af79cae6caa3e9a6,U,17,1,0
69ea7539af154597af79cae6caa3e9a6,U,17,2,1
69ea7539af154597af79cae6caa3e9a6,U,17,3,0
69ea7539af154597af79cae6caa3e9a6,U,17,4,0
69ea7539af154597af79cae6caa3e9a6,U,17,5,0
69ea7539af154597af79cae6caa3e9a6,U,17,6,0
69ea7539af154597af79cae6caa3e9a6,U,18,1,0
69ea7539af154597af79cae6caa3e9a6,U,18,2,0
69ea7539af154597af79cae6caa3e9a6,U,18,3,0
69ea7539af154597af79cae6caa3e9a6,U,18,4,0
69ea7539af154597af79cae6caa3e9a6,U,18,5,1
69ea7539af154597af79cae6caa3e9a6,U,18,6,0
69ea7539af154597af79cae6caa3e9a6,U,19,1,0
69ea7539af154597af79cae6caa3e9a6,U,19,2,0
69ea7539af154597af79cae6caa3e9a6,U,19,3,0
69ea7539af154597af79cae6caa3e9a6,U,19,4,0
69ea7539af154597af79cae6caa3e9a6,U,19,5,1
69ea7539af154597af79cae6caa3e9a6,U,19,6,0
354be11f94a64eb08d1da2b89afb1bfc,U,0,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,0,2,1
354be11f94a64eb08d1da2b89afb1bfc,U,0,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,0,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,0,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,0,6,0
354be11f94a64eb08d1da2b89afb1bfc,U,1,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,1,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,1,3,1
354be11f94a64eb08d1da2b89afb1bfc,U,1,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,1,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,1,6,0
354be11f94a64eb08d1da2b89afb1bfc,U,2,1,1
354be11f94a64eb08d1da2b89afb1bfc,U,2,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,2,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,2,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,2,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,2,6,0
354be11f94a64eb08d1da2b89afb1bfc,U,3,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,3,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,3,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,3,4,1
354be11f94a64eb08d1da2b89afb1bfc,U,3,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,3,6,0
354be11f94a64eb08d1da2b89afb1bfc,U,4,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,4,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,4,3,1
354be11f94a64eb08d1da2b89afb1bfc,U,4,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,4,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,4,6,0
354be11f94a64eb08d1da2b89afb1bfc,U,5,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,5,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,5,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,5,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,5,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,5,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,6,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,6,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,6,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,6,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,6,5,1
354be11f94a64eb08d1da2b89afb1bfc,U,6,6,0
354be11f94a64eb08d1da2b89afb1bfc,U,7,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,7,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,7,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,7,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,7,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,7,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,8,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,8,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,8,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,8,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,8,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,8,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,9,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,9,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,9,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,9,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,9,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,9,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,10,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,10,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,10,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,10,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,10,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,10,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,12,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,12,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,12,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,12,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,12,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,12,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,11,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,11,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,11,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,11,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,11,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,11,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,13,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,13,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,13,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,13,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,13,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,13,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,14,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,14,2,1
354be11f94a64eb08d1da2b89afb1bfc,U,14,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,14,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,14,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,14,6,0
354be11f94a64eb08d1da2b89afb1bfc,U,15,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,15,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,15,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,15,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,15,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,15,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,16,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,16,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,16,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,16,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,16,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,16,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,17,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,17,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,17,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,17,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,17,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,17,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,19,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,19,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,19,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,19,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,19,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,19,6,1
354be11f94a64eb08d1da2b89afb1bfc,U,18,1,0
354be11f94a64eb08d1da2b89afb1bfc,U,18,2,0
354be11f94a64eb08d1da2b89afb1bfc,U,18,3,0
354be11f94a64eb08d1da2b89afb1bfc,U,18,4,0
354be11f94a64eb08d1da2b89afb1bfc,U,18,5,0
354be11f94a64eb08d1da2b89afb1bfc,U,18,6,1
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,0,1,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,0,2,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,0,3,1
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,0,4,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,0,5,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,0,6,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,1,1,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,1,2,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,1,3,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,1,4,0
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,1,5,1
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,1,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,1,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,1,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,1,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,1,4,1
36e5acc0b33c4d4f8481f56cd4efe696,U,1,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,1,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,0,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,0,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,0,3,1
36e5acc0b33c4d4f8481f56cd4efe696,U,0,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,0,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,0,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,2,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,2,2,1
36e5acc0b33c4d4f8481f56cd4efe696,U,2,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,2,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,2,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,2,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,3,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,3,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,3,3,1
36e5acc0b33c4d4f8481f56cd4efe696,U,3,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,3,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,3,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,4,1,1
36e5acc0b33c4d4f8481f56cd4efe696,U,4,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,4,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,4,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,4,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,4,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,6,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,6,2,1
36e5acc0b33c4d4f8481f56cd4efe696,U,6,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,6,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,6,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,6,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,5,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,5,2,1
36e5acc0b33c4d4f8481f56cd4efe696,U,5,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,5,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,5,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,5,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,7,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,7,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,7,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,7,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,7,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,7,6,1
36e5acc0b33c4d4f8481f56cd4efe696,U,8,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,8,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,8,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,8,4,1
36e5acc0b33c4d4f8481f56cd4efe696,U,8,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,8,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,10,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,10,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,10,3,1
36e5acc0b33c4d4f8481f56cd4efe696,U,10,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,10,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,10,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,9,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,9,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,9,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,9,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,9,5,1
36e5acc0b33c4d4f8481f56cd4efe696,U,9,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,11,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,11,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,11,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,11,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,11,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,11,6,1
36e5acc0b33c4d4f8481f56cd4efe696,U,13,1,1
36e5acc0b33c4d4f8481f56cd4efe696,U,13,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,13,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,13,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,13,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,13,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,12,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,12,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,12,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,12,4,1
36e5acc0b33c4d4f8481f56cd4efe696,U,12,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,12,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,15,1,1
36e5acc0b33c4d4f8481f56cd4efe696,U,15,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,15,3,0
36e5acc0b33c4d4f8481f56cd4efe696,U,15,4,0
36e5acc0b33c4d4f8481f56cd4efe696,U,15,5,0
36e5acc0b33c4d4f8481f56cd4efe696,U,15,6,0
36e5acc0b33c4d4f8481f56cd4efe696,U,14,1,0
36e5acc0b33c4d4f8481f56cd4efe696,U,14,2,0
36e5acc0b33c4d4f8481f56cd4efe696,U,14,3,0
